Rid,Rname,URL,Street,City,State,Phone,Zipcode,Openhrs,Closehrs,WiFi,Pricerange
100424,Holy Cacao Inc,http://www.theholycacao.com,1311 S 1st St,Austin,TX,(512) 326-1267,49666,9:00,22:00,Y,2
100425,Wings N More,,"4425 S Mo Pac Expy, Ste 503",Austin,TX,(512) 358-0199,32390,8:00,21:00,Y,2
100426,Simon's Cafe Riverside,http://www.riverside-gc.com,1020 Grove Blvd,Austin,TX,(512) 386-9434,38039,6:00,21:00,N,5
100427,P Terry's Burger Stand,http://www.pterrys.com,3303 N Lamar Blvd,Austin,TX,(512) 371-9975,51055,8:00,20:00,Y,1
100428,Hunan River Place,http://www.hunanriverplace.com,"10601 Ranch Road 2222, Ste A",Austin,TX,(512) 241-2949,65652,6:00,23:00,N,5
100429,Holy Cacao Inc,http://www.theholycacao.com,2700 W Anderson Ln,Austin,TX,(512) 851-2253,20023,9:00,22:00,Y,4
100430,McDonalds,http://www.mcdonalds.com,1209 Barton Springs Rd,Austin,TX,(512) 442-0412,44982,6:00,23:00,Y,2
100431,Craigo's Pizza & Pastaria,,2501 Ranch Road 620 S,Austin,TX,(512) 402-1600,29907,11:00,23:00,Y,4
100432,McDonalds,http://www.mcdonalds.com,"500 W William Cannon Dr, Ste 520",Austin,TX,(512) 443-8443,49167,11:00,23:00,N,1
100433,Happy Cooks,,1615 Woodward St,Austin,TX,(512) 326-6505,44114,6:00,23:00,N,4
100434,Macs Meals,,333 Guadalupe St,Austin,TX,(512) 474-1140,51200,11:00,21:00,Y,1
100435,Chili's Grill & Bar,http://www.chilis.com,"9070 Research Blvd, Ste 301",Austin,TX,(512) 451-6229,21469,9:00,20:00,N,3
100436,Tino's Greek Cafe,http://www.tinosgreekcafe.com,13450 N Highway 183,Austin,TX,(512) 336-5999,83791,6:00,20:00,N,4
100437,Pelaez & Assoc,,10711 Burnet Rd,Austin,TX,(512) 583-0642,88378,9:00,23:00,N,1
100438,Genevieve Thompson Inc,,2418 Ranch Road 620 S,Austin,TX,(512) 992-2136,23348,8:00,21:00,N,1
100439,M G Restaurant Management LLC,,1601 E Cesar Chavez St,Austin,TX,(512) 531-9018,71236,11:00,22:00,N,3
100440,Dragon Garden Chinese Rstrnt,,"13717 N Mo Pac Expy, Ste 450",Austin,TX,(512) 244-3838,51974,9:00,22:00,Y,3
100441,TNT Tacos & Tequila,http://www.tacos-and-tequila.com,507 Pressler St,Austin,TX,(512) 436-8226,58866,11:00,20:00,Y,3
100442,County Line Inc,http://www.countyline.com,"512 E Riverside Dr, Ste 200",Austin,TX,(512) 327-1742,89644,11:00,20:00,N,2
100443,Uncle R's Cafe,,1024 Collinwood West Dr,Austin,TX,(512) 821-1858,47099,8:00,21:00,Y,2
100444,Non La Restaurant,http://www.nonla.com,2121 Lohmans Crossing Rd,Austin,TX,(512) 263-8882,15661,6:00,21:00,N,5
100445,Fruiti's Frozon Yogurt,,1007 S Congress Ave,Austin,TX,(512) 462-9999,35879,8:00,22:00,N,4
100446,Thunder Cloud Subs,,"10000 Research Blvd, Ste 137",Austin,TX,(512) 345-8186,43011,6:00,23:00,N,2
100447,McDonalds,http://www.mcdonalds.com,8500 E Highway 290,Austin,TX,(512) 933-1907,45166,8:00,23:00,N,4
100448,McDonalds,http://www.mcdonalds.com,12801 Ranch Road 620 N,Austin,TX,(512) 219-1194,37747,8:00,23:00,N,5
100449,Chez Moi Bistro,,1403 Lavaca St,Austin,TX,(512) 473-4141,62840,6:00,22:00,N,2
100450,La Sombra Bar & Grill,http://www.lasombra-austin.com,4800 Burnet Rd,Austin,TX,(512) 458-1100,38940,11:00,23:00,Y,1
100451,Aquarelle,http://www.aquarellerestaurant.com,606 Rio Grande St,Austin,TX,(512) 479-8117,13278,11:00,20:00,N,2
100452,Froots Franchising Inc,,"100 E Anderson Ln, Ste 230",Austin,TX,(512) 243-8452,24662,8:00,21:00,Y,1
100453,Jack In the Box,http://www.jackinthebox.com,"13201 Ranch Road 620 N, Ste S",Austin,TX,(512) 249-5943,44187,8:00,21:00,N,4
100454,Dairy Queen,http://www.dairyqueen.com,1501 Town Creek Dr,Austin,TX,(512) 444-0024,92164,6:00,22:00,Y,5
100455,Silhouette Ktv,,718 1/2 Congress Ave,Austin,TX,(512) 477-3311,17642,11:00,21:00,N,5
100456,SUBWAY,http://www.subway.com,"3909 N Interstate 35, Ste 14",Austin,TX,(512) 323-9559,34927,6:00,22:00,Y,3
100457,Sonic Drive-In,http://www.sonicdrivein.com,9325 N Lamar Blvd,Austin,TX,(512) 837-1906,91085,11:00,22:00,N,5
100458,Quiznos,http://www.quiznos.com,"11139 N I H 35, Ste 176",Austin,TX,(512) 339-6577,41196,6:00,23:00,N,5
100459,Dos Salsas Restaurant,,312 Barton Springs Rd,Austin,TX,(512) 472-2700,71883,9:00,20:00,N,3
100460,Tuldys Tex Mex,,1015 E Yager Ln,Austin,TX,(512) 832-0102,83913,9:00,22:00,N,3
100461,Nizza Pizza,,1608 Barton Springs Rd,Austin,TX,(512) 474-7070,68103,9:00,21:00,Y,2
100462,Bundu Khan Kabab & Grille,,6705 W Highway 290,Austin,TX,(512) 892-5426,62852,8:00,21:00,Y,3
100463,SUBWAY,http://www.subway.com,"1144 Airport Blvd, Ste 200",Austin,TX,(512) 928-9220,21284,6:00,21:00,N,5
100464,Marlenes Kitchen,,2210 W 35th St,Austin,TX,(512) 782-6720,19266,6:00,21:00,Y,2
100465,SUBWAY,http://www.subway.com,"6507 Jester Blvd, Ste 101",Austin,TX,(512) 231-0802,83156,6:00,20:00,Y,1
100466,Casa Garcia's Mexican Rstrnt,http://www.casagarcia.com,1000 S Lamar Blvd,Austin,TX,(512) 851-8684,33988,6:00,22:00,N,2
100467,McDonalds,http://www.mcdonalds.com,13609 N I H 35,Austin,TX,(512) 989-0908,34606,8:00,22:00,Y,2
100468,Twenty Two Trattoria-Wine Bar,http://www.22trattoria.com,1315 W 6th St,Austin,TX,(512) 582-1027,25880,6:00,21:00,Y,3
100469,Thunder Cloud Subs,http://www.thundercloud.com,1205 San Antonio St,Austin,TX,(512) 474-2363,46657,9:00,20:00,N,3
100470,Wendy's,http://www.wendys.com,204 Guadalupe St,Austin,TX,(512) 475-6499,71008,8:00,23:00,N,3
100471,Ski Shores Cafe,http://www.skishoresaustin.com,2905 Pearce Rd,Austin,TX,(512) 394-7547,86274,11:00,23:00,N,2
100472,McDonalds,http://www.mcdonalds.com,12433 Metric Blvd,Austin,TX,(512) 836-8709,93449,8:00,21:00,Y,5
100473,Gumbo's,http://www.gumbosdowntown.com,"710 Colorado St, # 100",Austin,TX,(512) 480-8053,27936,11:00,23:00,Y,1
100474,Murphy's Deli,,"301 Congress Ave, Ste 105",Austin,TX,(512) 474-8881,74221,6:00,21:00,Y,4
100475,Rice Thi & Sushi Bar,,"10601 Ranch Road 2222, Ste H",Austin,TX,(512) 241-3773,84022,11:00,21:00,N,2
100476,De Consuelo La Cocina,http://www.consueloskitchen.com,4516 Burnet Rd,Austin,TX,(512) 524-4740,92426,11:00,21:00,N,3
100477,NRN Inc,,110 N I H 35,Austin,TX,(512) 238-6522,57526,9:00,20:00,N,1
100478,Queta's Restaurant,,2408 US Highway 183 S,Austin,TX,(512) 389-1001,86466,6:00,23:00,Y,1
100479,McDonalds,http://www.mcdonalds.com,7409 N FM 620,Austin,TX,(512) 996-9449,69587,8:00,21:00,Y,1
100480,Chipotle Austin Regional,,8140 N Mo Pac Expy,Austin,TX,(512) 687-2100,22914,6:00,20:00,Y,3
100481,SUBWAY,http://www.subway.com,"12717 Shops Pkwy, Ste 600",Austin,TX,(512) 402-1828,21031,8:00,20:00,N,1
100482,Taco Bueno,http://www.tacobueno.com,7303 Meador Ave,Austin,TX,(512) 569-4499,89724,8:00,22:00,N,2
100483,Bee Caves,,"3201 Bee Cave Rd, Ste 117",Austin,TX,(512) 328-2114,43057,9:00,20:00,N,2
100484,Pepper's Pizza Pub,,1926 E Riverside Dr,Austin,TX,(512) 912-0959,41755,11:00,20:00,Y,3
100485,Red Robin Gourmet Burgers,http://www.redrobin.com,13315 N Highway 183,Austin,TX,(512) 249-8902,57653,6:00,20:00,Y,1
100486,Technique,,"3110 Esperanza Xing, Ste 100",Austin,TX,(512) 339-3850,39913,9:00,22:00,Y,3
100487,Fricano's Deli & Catering,http://www.fricanosdeli.com,2405 Nueces St,Austin,TX,(512) 482-9980,83498,6:00,20:00,Y,1
100488,Las Manitas Avenue Cafe,http://www.savelasmanitas.org,"227 Congress Ave, # 100",Austin,TX,(512) 472-9357,75020,8:00,20:00,Y,3
100489,Yacht Harbor,http://www.sailandskiyachtclub.com,16406 Stewart Rd,Austin,TX,(512) 266-2588,84411,6:00,20:00,Y,3
100490,Long John Silver's,http://www.ljsilvers.com,704 E William Cannon Dr,Austin,TX,(512) 443-3311,72580,8:00,20:00,N,3
100491,SUBWAY,http://www.subway.com,"5800 W Slaughter Ln, Ste 380",Austin,TX,(512) 288-8814,43067,9:00,23:00,Y,3
100492,Southpark Murphy Adams Rstrnt,,9600 S I H 35,Austin,TX,(512) 291-8761,56622,9:00,23:00,N,1
100493,Murphy's Deli,,"111 Congress Ave, Ste 180",Austin,TX,(512) 708-8881,40177,9:00,20:00,Y,1
100494,Sagra,,1610 San Antonio St,Austin,TX,(512) 535-3764,70437,11:00,20:00,N,1
100495,Hecho En Mexico,http://www.hechoenmexico-restaurant.com,"6001 W William Cannon Dr, Ste 301",Austin,TX,(512) 301-0058,19794,11:00,22:00,Y,1
100496,Paradise Cove Marina & Yacht,http://www.paradisecovemarina.net,17141 Rocky Ridge Rd,Austin,TX,(512) 266-8006,79291,6:00,20:00,N,2
100497,Maui Wowi,http://www.mauiwowi.com,11521 N FM 620,Austin,TX,(512) 250-2688,72628,8:00,20:00,N,5
100498,RPM Dining,,"6534 N Lamar Blvd, # B",Austin,TX,(512) 279-1701,69161,8:00,22:00,N,2
100499,Maggie's Cafe,,"12001 N Mo Pac Expy, Ste J",Austin,TX,(512) 906-0069,85754,6:00,21:00,Y,1
100500,Maul Wowi In Austin,,500 Canyon Ridge Dr,Austin,TX,(512) 833-7757,52250,6:00,21:00,Y,2
100501,Southwest Bistro At the Hyatt,http://www.austin.hyatt.com/,208 Barton Springs Rd,Austin,TX,(512) 480-2000,24492,11:00,21:00,N,5
100502,Thunder Cloud Subs,,"3601 W William Cannon Dr, Ste 450",Austin,TX,(512) 891-6782,46369,8:00,23:00,N,5
100503,K T's Deli,,300 W 15th St,Austin,TX,(512) 495-9313,42229,6:00,21:00,Y,2
100504,Intergalactic Top Notch,http://www.topnotchaustin.com,7525 Burnet Rd,Austin,TX,(512) 452-2181,89600,6:00,23:00,Y,2
100505,Mercury Pizza Shop,http://www.mercurypizzashop.com,2107 Kinney Ave,Austin,TX,(512) 707-7499,85738,6:00,20:00,Y,4
100506,Rey De Bastos,,5811 Manor Rd,Austin,TX,(512) 928-9799,47017,8:00,22:00,Y,2
100507,Kick Butt Coffee,http://www.kickbuttcoffee.com,"4600 W Guadalupe St, Ste 10",Austin,TX,(512) 467-4365,26962,9:00,23:00,Y,4
100508,Rpm Entertainment,http://www.yellowroseaustin.com,6528 N Lamar Blvd,Austin,TX,(512) 458-2095,45889,6:00,22:00,Y,2
100509,PO Boys Longhorn,,"2901 Medical Arts St, Ste B",Austin,TX,(512) 495-9228,73848,6:00,22:00,N,2
100510,Flying Saucer Pint Line,,817 W North Loop Blvd,Austin,TX,(512) 454-7468,67787,11:00,20:00,N,4
100511,Pizza Hut,http://www.pizzahut.com,320 W William Cannon Dr,Austin,TX,(512) 462-1166,45755,11:00,22:00,Y,3
100512,Thunder Cloud Subs,,"13776 N Highway 183, Ste 152",Austin,TX,(512) 258-9145,93950,6:00,21:00,Y,1
100513,Eat Out In,http://www.eatoutin.com,"11673 Jollyville Rd, Ste 102",Austin,TX,(512) 258-1516,35592,6:00,23:00,Y,4
100514,Thunder Cloud Subs,,6920 Ranch Road 620 N,Austin,TX,(512) 335-3663,70317,9:00,20:00,N,5
100515,Arpeggio Grill,,2522 Guadalupe St,Austin,TX,(512) 479-1212,28028,9:00,22:00,Y,3
100516,SUBWAY,http://www.subway.com,10900 Lakeline Mall Dr,Austin,TX,(512) 331-2025,36460,9:00,20:00,Y,4
100517,Wholly Cow Burgers,http://www.whollycowburgers.com,"3010 S Lamar Blvd, Ste A",Austin,TX,(512) 394-8156,58118,6:00,20:00,N,4
100518,Papa John's Pizza,http://www.papajohns.com,11521 N FM 620,Austin,TX,(512) 219-7272,88681,11:00,22:00,N,2
100519,Pizza Hut,http://www.pizzahut.com,"12636 Research Blvd, Ste A105",Austin,TX,(512) 335-5672,52245,9:00,22:00,Y,1
100520,Peter Piper Pizza,http://www.peterpiperpizza.com,13376 N Highway 183,Austin,TX,(512) 250-5016,74157,9:00,23:00,N,2
100521,Sonic Drive-In,http://www.sonicdrivein.com,804 W Stassney Ln,Austin,TX,(512) 444-9519,51803,9:00,21:00,N,2
100522,Fuego's Mexican Grill,,7600 N Lamar Blvd,Austin,TX,(512) 600-4790,62947,6:00,23:00,N,5
100523,Jack In the Box,http://www.jackinthebox.com,9815 Brodie Ln,Austin,TX,(512) 233-6506,35712,11:00,20:00,Y,1
100524,Domino's Pizza,http://www.dominos.com,"8141 Mesa Dr, # C",Austin,TX,(512) 651-3516,15681,9:00,23:00,N,4
100525,SUBWAY,http://www.subway.com,9070 Research Blvd,Austin,TX,(512) 407-9400,60301,6:00,20:00,Y,1
100526,SUBWAY,http://www.subway.com,6105 Techni Center Dr,Austin,TX,(512) 928-4948,34767,9:00,20:00,N,3
100527,Mariscos Tampico Restaurant,http://www.mariscostampico.com,10601 N Lamar Blvd,Austin,TX,(512) 339-0901,18219,8:00,21:00,N,3
100528,Pecans & Crepe Myrtle LLC,,1105 W 10th St,Austin,TX,(512) 478-1025,36236,11:00,21:00,Y,3
100529,Chipotle Mexican Grill,http://www.chipotle.com,9600 S I H 35,Austin,TX,(512) 291-1067,35575,6:00,23:00,Y,1
100530,Cafe Eiffel,,1901 N Lamar Blvd,Austin,TX,(512) 473-2842,74459,11:00,20:00,Y,2
100531,Zu Zu Handmade Mexican Food,,"5770 N Mo Pac Expy, Ste 500",Austin,TX,(512) 467-9295,51200,11:00,22:00,Y,4
100532,OASIS On Lake Travis,http://www.oasis-austin.com,6550 Comanche Trl,Austin,TX,(512) 266-9242,68108,6:00,20:00,N,5
100533,Chuy's Hula Hut,http://www.hulahut.com,"3825 Lake Austin Blvd, Ste 101",Austin,TX,(512) 476-4852,42601,9:00,23:00,N,4
100534,WIM Group,http://www.thewimgroup.com,801 Springdale Rd,Austin,TX,(512) 385-3611,66066,9:00,23:00,Y,1
100535,Taco Bueno,http://www.tacobueno.com,"5000 W Slaughter Ln, Ste 300",Austin,TX,(512) 280-0895,72153,6:00,22:00,N,4
100536,Fion Inc,http://www.fionwinepub.com,"2900 N Quinlan Park Rd, Ste 150",Austin,TX,(512) 266-3466,84169,9:00,22:00,N,4
100537,Pita Factory,,661 W Louis Henna Blvd,Austin,TX,(512) 388-7482,67129,6:00,20:00,N,5
100538,Long John Silver's,http://www.ljsilvers.com,3328 W Slaughter Ln,Austin,TX,(512) 280-8333,31131,6:00,22:00,Y,3
100539,KFC,http://www.kfc.com,7206 ED BLUESTEIN BLVD,Austin,TX,(512) 926-9498,92658,6:00,22:00,N,4
100540,East Side Cafe,http://www.eastsidecafeaustin.com,2113 Manor Rd,Austin,TX,(512) 476-5858,31646,11:00,22:00,Y,4
100541,Texas Roadhouse,http://www.texasroadhouse.com,"9300 S I H 35, Bldg F",Austin,TX,(512) 282-7427,50529,11:00,23:00,Y,4
100542,Thunder Cloud Subs,,"2521 Rutland Dr, Ste 100",Austin,TX,(512) 835-6458,88412,8:00,23:00,Y,2
100543,Pacheco's,,"3900 JACKSON AVE, # 2",Austin,TX,(512) 467-3896,36576,8:00,22:00,N,3
100544,Agazajo Bar & Grill,,2408 US Highway 183 S,Austin,TX,(512) 389-2558,48727,9:00,20:00,N,3
100545,Anabelle's,,"8105 Mesa Dr, Ste A",Austin,TX,(512) 795-2062,37401,8:00,22:00,Y,4
100546,McDonalds,http://www.mcdonalds.com,710 E Ben White Blvd,Austin,TX,(512) 707-6838,31602,8:00,22:00,N,5
100547,China Garden Restaurant,,11657 Research Blvd,Austin,TX,(512) 231-0742,54044,11:00,21:00,Y,3
100548,Pfizer Inc,,919 Congress Ave,Austin,TX,(512) 478-1818,24826,11:00,22:00,Y,3
100549,Antonio's Tex Mex,http://www.antoniostexmex.com,16912 N I H 35,Austin,TX,(512) 238-7835,26999,11:00,22:00,N,4
100550,Thunder Cloud Subs,,2021 E Riverside Dr,Austin,TX,(512) 445-4163,15733,8:00,22:00,N,3
100551,McDonalds,http://www.mcdonalds.com,5762 N Mo Pac Expy,Austin,TX,(512) 451-1550,44754,6:00,23:00,N,5
100552,T C's Cafe,,5805 N Lamar Blvd,Austin,TX,(512) 424-5499,26144,9:00,21:00,Y,3
100553,Heart of Texas PIZZA LP,http://www.pizzahut.com,10601 Ranch Road 2222,Austin,TX,(512) 275-9189,40618,9:00,22:00,N,1
100554,Triumph Cafe,http://www.triumphcafe.com,5709 Rain Creek Pkwy,Austin,TX,(512) 343-1875,87309,8:00,21:00,N,2
100555,McDonalds,http://www.mcdonalds.com,5516 N Lamar Blvd,Austin,TX,(512) 467-0320,51700,9:00,23:00,N,4
100556,Nomad Dosa,,3421 N Interstate 35,Austin,TX,(512) 474-1588,38574,11:00,21:00,N,2
100557,Mi Pueblo Meat Market,,6575 Decker Ln,Austin,TX,(512) 926-7015,77024,9:00,20:00,Y,3
100558,Wing Street,http://www.pizzahut.com,5510 S I H 35,Austin,TX,(512) 416-7444,75654,11:00,23:00,Y,4
100559,Campus Cafe & Catering,http://www.oscampuscafe.com,"201 E 24th St, Stop C8800",Austin,TX,(512) 232-9060,19505,9:00,20:00,N,5
100560,Del Marisco La Caredral,,"2711 E Cesar Chavez St, Ste A",Austin,TX,(512) 476-7878,79903,6:00,23:00,Y,4
100561,El Pollo Rico VI,,1945 E Oltorf St,Austin,TX,(512) 444-7426,53827,11:00,22:00,Y,3
100562,Steak 'n Shake,http://www.steaknshake.com,281 UNVERSITY OAKS BLVD,Austin,TX,(512) 388-8818,71893,8:00,20:00,Y,5
100563,Roxs Enterprises Inc,,"4970 W Highway 290, Ste 460",Austin,TX,(512) 288-7437,17684,9:00,23:00,Y,4
100564,Armadillo Cafe & Cantina,,"3600 Presidential Blvd, Ste 205",Austin,TX,(512) 297-2548,72488,9:00,22:00,Y,4
100565,Red Robin Gourmet Burgers,http://www.redrobin.com,13301 N Highway 183,Austin,TX,(512) 249-8903,79125,6:00,23:00,Y,1
100566,Waterloo Restaurant Group,http://www.waterlooicehouse.com,"1106 W 38th St, Ste 200",Austin,TX,(512) 467-8776,14682,8:00,22:00,N,1
100567,Rki,http://www.rkitexas.com,"13284 Pond Springs Rd, Ste 401",Austin,TX,(512) 323-0777,85635,11:00,21:00,N,2
100568,Mama Fu's Franchise Group LLC,http://www.mamafus.com,"512 E Riverside Dr, Ste 250",Austin,TX,(512) 949-3220,40929,6:00,22:00,N,5
100569,Restaurant Ventures Inc,,"801 E William Cannon Dr, Ste 225",Austin,TX,(512) 444-7308,59075,11:00,22:00,Y,1
100570,Cumulus Inc,http://www.thundercloud.com,1102 W 6th St,Austin,TX,(512) 479-8805,29509,6:00,21:00,N,1
100571,Church of Glad Tidings,http://www.gtaustin.com,2700 Northland Dr,Austin,TX,(512) 459-5481,81453,6:00,23:00,Y,5
100572,360 Uno Espresso,http://www.360uno.com,3801 N Capital of Texas Hwy,Austin,TX,(512) 327-4448,19091,6:00,22:00,Y,4
100573,Tucci South Side Subs,http://www.southsidesubsaustin.com,"7101 W Highway 71, Ste A5",Austin,TX,(512) 288-7414,73567,8:00,23:00,Y,2
100574,Chuy's OPCO Inc,http://www.chuys.com,1623 Toomey Rd,Austin,TX,(512) 473-2783,57632,11:00,20:00,Y,3
100575,Kerbey Lane Cafe,http://www.kerbeylanecafe.com,"4029 S Capital of Texas Hwy, Ste 201",Austin,TX,(512) 443-4057,51466,11:00,23:00,N,5
100576,Panda Express,http://www.pandaexpress.com,"500 Canyon Rim Dr, # L100",Austin,TX,(512) 491-8118,30078,8:00,21:00,N,3
100577,Domino's Pizza,http://www.dominos.com,"7900 N FM 620, Ste 140",Austin,TX,(512) 258-7000,43117,6:00,20:00,N,4
100578,Mr Bones BBQ,,1201 Barbara Jordan Blvd,Austin,TX,(512) 291-6770,47441,8:00,21:00,N,2
100579,Pizza Hut,http://www.pizzahut.com,5510 S I H 35,Austin,TX,(512) 445-4349,64544,9:00,22:00,Y,1
100580,Flores Mexican Rstrnt,http://www.floresmexican.com,"7900 N FM 620, Ste 100",Austin,TX,(512) 996-9636,15416,8:00,22:00,Y,3
100581,D K's Catering,,"2021 Guadalupe St, # 232",Austin,TX,(512) 236-0980,41914,8:00,22:00,Y,5
100582,Tortilleria Rio Grande,,500 W William Cannon Dr,Austin,TX,(512) 326-1341,39935,11:00,21:00,Y,2
100583,Scooter's Coffeehouse,http://www.scooterscoffeehouse.com,6611 S Mo Pac Expy,Austin,TX,(512) 899-2260,44399,11:00,20:00,N,5
100584,Papa Murphy's Take 'n' Bake,http://www.papamurphys.com,12856 N Highway 183,Austin,TX,(512) 335-0770,23086,9:00,21:00,N,5
100585,Brooklyn Pie Co,http://www.brooklynpie.com,"8127 Mesa Dr, Ste B202",Austin,TX,(512) 346-1414,55943,6:00,23:00,Y,4
100586,Swb,,208 Barton Springs Rd,Austin,TX,(512) 477-1234,36388,11:00,22:00,Y,1
100587,Ramos Restaurant III,,"14611 N Mo Pac Expy, Ste 103",Austin,TX,(512) 246-0727,54418,8:00,20:00,N,1
100588,Taqueria Arandas,,2129 E 7th St,Austin,TX,(512) 480-8874,82567,11:00,20:00,Y,1
100589,Dog Almighty,,"3005 S Lamar Blvd, Ste 114",Austin,TX,(512) 912-1105,46284,6:00,20:00,Y,3
100590,Steak House Austin LLC,,"506 E Saint Elmo Rd, Ste A-2",Austin,TX,(512) 916-8563,32005,9:00,21:00,Y,4
100591,Jalisco,http://www.jaliscosaustin.com,6601 S Congress Ave,Austin,TX,(512) 448-9111,31088,9:00,20:00,Y,1
100592,El Taco Grande,http://www.eltacogrande.com,6305 Cameron Rd,Austin,TX,(512) 206-0488,53756,6:00,20:00,N,2
100593,SUBWAY,http://www.subway.com,500 W Martin Luther King Jr Blvd,Austin,TX,(512) 236-1155,51936,11:00,21:00,Y,3
100594,Tino's Greek Cafe,http://www.tinosgreekcafe.com,2222 MO PAC BALCONES DR,Austin,TX,(512) 533-9292,56238,6:00,22:00,N,3
100595,Jack In the Box,http://www.jackinthebox.com,6540 Ed Bluestein Blvd,Austin,TX,(512) 927-0330,17019,8:00,20:00,Y,5
100596,McDonalds,http://www.mcdonalds.com,6010 W Parmer Ln,Austin,TX,(512) 219-9925,56441,6:00,20:00,Y,4
100597,Thunder Cloud Subs,,"7930 Burnet Rd, Ste C11",Austin,TX,(512) 451-0027,55046,9:00,21:00,Y,2
100598,Panderia La Tapatia,,"12601 Tech Ridge Blvd, Ste 100",Austin,TX,(512) 833-6262,40929,8:00,22:00,N,3
100599,Chucks Coffee Shop & Deli,,12115 Manchaca Rd,Austin,TX,(512) 502-5808,76999,9:00,20:00,N,2
100600,Jim's Restaurant,http://www.jimsrestaurants.com,"7101 W Highway 71, # 29",Austin,TX,(512) 288-2408,82522,11:00,22:00,N,3
100601,A Trip To Bountiful,http://www.atriptobountiful.com,"13011 Shops Pkwy, Ste 600",Austin,TX,(512) 402-0043,83970,6:00,23:00,Y,2
100602,Little Caesars Pizza,http://www.littlecaesars.com,2438 Monarch Dr,Austin,TX,(956) 723-7722,79740,8:00,22:00,Y,1
100603,Garbo Cafe,http://www.dartbowl.com,5700 Grover Ave,Austin,TX,(512) 459-4181,32060,11:00,21:00,Y,1
100604,RSR Enterprises,,"8617 Spicewood Springs Rd, # 19",Austin,TX,(512) 331-9246,41693,6:00,20:00,N,3
100605,SUBWAY,http://www.subway.com,2828 Guadalupe St,Austin,TX,(512) 236-9988,55000,11:00,21:00,N,2
100606,Habana Calle 6,,"2728 S Congress Ave, Apt A",Austin,TX,(512) 443-4252,79415,9:00,23:00,N,3
100607,River Place Mud China Garden,,4901 China Garden Dr,Austin,TX,(512) 343-2263,33799,8:00,23:00,N,4
100608,BJ'S Restaurant & Brewery,http://www.bjsbrewhouse.com,10515 N Mo Pac Expy,Austin,TX,(512) 349-9000,48361,6:00,20:00,Y,1
100609,Logan's Roadhouse,http://www.logansroadhouse.com,"701 E Stassney Ln, Ste C",Austin,TX,(512) 912-8703,49245,6:00,23:00,N,1
100610,Pad Thai Cuisine,,3208 Guadalupe St,Austin,TX,(512) 371-8777,92520,11:00,23:00,Y,5
100611,Guero's,http://www.guerostacobar.com,1412 S Congress Ave,Austin,TX,(512) 707-8232,15781,6:00,20:00,Y,2
100612,Buffalo Wings & Rings,http://www.buffalowingsandrings.com,2824 Real St,Austin,TX,(512) 628-1156,17593,8:00,21:00,Y,5
100613,Casitas Taco,,2310 S Lamar Blvd,Austin,TX,(512) 916-8019,87953,9:00,20:00,Y,5
100614,PHO,http://www.phothaison.com,1908 Guadalupe St,Austin,TX,(512) 482-0146,86748,11:00,21:00,Y,1
100615,Milazzo's Pizza Inc,,1701 Forest Hill Dr,Austin,TX,(512) 441-7723,27187,9:00,21:00,Y,3
100616,Parlor,http://www.theparloraustin.com,4301 Guadalupe St,Austin,TX,(512) 454-8965,18970,9:00,21:00,Y,1
100617,Simon's Cafe,http://www.simonscafe.com,5930 Middle Fiskville Rd,Austin,TX,(512) 374-9708,66575,9:00,20:00,N,5
100618,Sun Resorts Intl Inc,,16405 Clara Van St,Austin,TX,(512) 266-0500,35799,8:00,23:00,N,1
100619,Southside Subs,http://www.southsidesubsaustin.com,"801 E William Cannon Dr, Ste 240",Austin,TX,(512) 440-1850,80598,6:00,21:00,N,4
100620,Shultz Beer Garden,http://www.scholzgarten.net,1607 San Jacinto Blvd,Austin,TX,(512) 474-1958,24254,6:00,22:00,Y,1
100621,Pizza Hut,http://www.pizzahut.com,1019 E Braker Ln,Austin,TX,(512) 444-4444,65584,11:00,21:00,Y,2
100622,McDonalds,http://www.mcdonalds.com,"13749 N Highway 183, # 301",Austin,TX,(512) 335-8065,33767,8:00,22:00,Y,3
100623,Kebabalicious,,1311 E 7th St,Austin,TX,(512) 468-1065,54966,6:00,23:00,N,1
100624,It's Italian,http://www.mezzalunaaustin.com,"14735 Bratton Ln, Ste 310",Austin,TX,(512) 252-1444,88286,11:00,22:00,N,5
100625,Antogitos Hondurenos,,7901 Cameron Rd,Austin,TX,(512) 719-5515,25379,11:00,21:00,N,5
100626,Austin's Pizza,http://www.austinspizza.com,"1950 Rutland Dr, # A",Austin,TX,(512) 835-1111,46065,8:00,21:00,Y,1
100627,Charley's Grilled Subs,http://www.charleys.com,2901 S Capital of Texas Hwy,Austin,TX,(512) 328-0810,48396,6:00,21:00,N,2
100628,Kerbey Lane Cafe,http://www.kerbeylanecafe.com,"2111 Dickson Dr, Ste A",Austin,TX,(512) 447-3767,71502,9:00,20:00,N,4
100629,Papa John's Pizza,http://www.papajohns.com,"8106 Brodie Ln, Ste 101",Austin,TX,(512) 282-3662,17846,6:00,20:00,N,2
100630,Pizza To Go,,"14300 FM 969, Unit C",Austin,TX,(512) 276-9443,24645,8:00,21:00,N,5
100631,Mr Gatti's LP,http://www.mrgattis.com,"5912 Balcones Dr, Ste 200",Austin,TX,(512) 459-4796,46392,8:00,21:00,Y,1
100632,Rudino's Pizza & Grinders,,11521 N FM 620,Austin,TX,(512) 258-9537,92292,9:00,23:00,Y,1
