RID,RName,URL,Street,State,City,Phone,Zipcode,OpenHrs,CloseHrs,WiFi,Pricerange
2634,Ray's Bronx Pizza Inc,,4530 Hoffner Ave,,634,(407) 764-9100,35241,8:00,23:00,N,
2635,Dunkin' Donuts,http://www.dunkindonuts.com,13781 S John Young Pkwy,,635,(407) 240-3737,35242,8:00,23:00,N,
2636,Francesco's Pizzaria,,5667 Vineland Rd,,636,(407) 345-1476,35243,8:00,23:00,N,
2637,Sundial Pretzel Factory,,4951 International Dr,,637,(407) 355-9967,35244,8:00,23:00,N,
2638,Tuscany's Ristorante,http://www.marriottworldcenter.com,8701 World Center Dr,,638,(407) 238-8577,35245,8:00,23:00,N,
2639,Nick's Italian Kitchen,http://www.nicksitaliankitchen.com,100 S Eola Dr,,639,(407) 781-0724,35246,8:00,23:00,N,
2640,Romacorp Inc,http://www.tonyromas.com,6300 Hazeltine National Dr Ste 120,,640,(321) 281-9330,35247,8:00,23:00,N,
2641,Brazil 24 Hour,http://www.picanhasgrill.com,5648 International Dr,,641,(407) 354-0260,35248,8:00,23:00,N,
2642,Lola's Gourmet To Go,,2806 Corrine Dr,,642,(407) 898-5652,35249,8:00,23:00,N,
2643,New China,http://www.mynewchina.com,7649 W Colonial Dr Ste 160,,643,(407) 291-6188,35250,8:00,23:00,N,
2644,KFC,http://www.kfc.com,426 E Michigan St,,644,(407) 428-1170,35251,8:00,23:00,N,
2645,Anthonys Pizza,http://www.anthonysoriginalpizza.com,4965 S Orange Ave,,645,(407) 730-5930,35252,8:00,23:00,N,
2646,Little Caesars Pizza,http://www.littlecaesars.com,5149 S John Young Pkwy,,646,(407) 857-9300,35253,8:00,23:00,N,
2647,Burger King,http://www.bk.com,4622 S Kirkman Rd,,647,(407) 299-8215,35254,8:00,23:00,N,
2648,May Flower,,7073 S Orange Blossom Trl,,648,(407) 857-8278,35255,8:00,23:00,N,
2649,Churomania Corp LLC,,5250 International Dr # G4,,649,(407) 352-2285,35256,8:00,23:00,N,
2650,Johnny Rockets,http://www.johnnyrockets.com,12515 State Road 535,,650,(407) 827-1063,35257,8:00,23:00,N,
2651,Jerusalem Restaurant,,7536 Dr Phillips Blvd,,651,(407) 248-2280,35258,8:00,23:00,N,
2652,Cafe De Volcan,,8580 Northlake Pkwy,,652,(407) 361-7359,35259,8:00,23:00,N,
2653,Between the Buns Inc,http://www.betweenthebuns.com,14525 Fox Haven Blvd,,653,(407) 826-5112,35260,8:00,23:00,N,
2654,SUBWAY,http://www.subway.com,4300 Clarcona Ocoee Rd Ste 100,,654,(407) 299-2120,35261,8:00,23:00,N,
2655,RLC Subs-Sand Lake Inc,,3042 W Sand Lake Rd,,655,(407) 506-1334,35262,8:00,23:00,N,
2656,Real New York Pizza,,11199 S Orange Blossom Trl,,656,(407) 856-9662,35263,8:00,23:00,N,
2657,Luck House Chinese Cuisine,,13744 S John Young Pkwy,,657,(407) 888-8368,35264,8:00,23:00,N,
2658,Barbeque Integrated Inc,,8529 Southpark Cir Ste 250,,658,(407) 363-1972,35265,8:00,23:00,N,
2659,Taco Bell,http://www.tacobell.com,2107 W Colonial Dr,,659,(407) 422-7664,35266,8:00,23:00,N,
2660,San Angel Inn,,7507 Kingspointe Pkwy Ste 102,,660,(407) 264-5700,35267,8:00,23:00,N,
2661,Gigi's Grill Inc,,400 W Robinson St Ste 101,,661,(407) 423-2862,35268,8:00,23:00,N,
2662,Sobik's Subs,http://www.sobiks.com,4302 S Semoran Blvd,,662,(407) 282-5230,35269,8:00,23:00,N,
2663,Nestle Toll House Cafe By Chip,,8001 S Orange Blossom Trl Ste 1206,,663,(407) 582-9100,35270,8:00,23:00,N,
2664,Mama Dukes Ltd Inc,,6138 Burhley Ct,,664,(407) 351-1236,35271,8:00,23:00,N,
2665,SUBWAY,http://www.subway.com,573 N Semoran Blvd,,665,(407) 275-3603,35272,8:00,23:00,N,
2666,Seawind Restaurant,,607 N Pine Hills Rd,,666,(407) 290-0093,35273,8:00,23:00,N,
2667,Flat Rock Pizza & Pasta,http://www.flatrocks.com,13526 Village Park Dr,,667,(407) 412-6190,35274,8:00,23:00,N,
2668,Island Breeze Inc,,4398 W Colonial Dr,,668,(407) 250-4872,35275,8:00,23:00,N,
2669,Pollo Tropical,http://www.pollotropical.com,7616 Southland Blvd Ste 113,,669,(407) 856-0286,35276,8:00,23:00,N,
2670,Bon Appetit Intl Deli,,11455 S Orange Blossom Trl,,670,(407) 856-2356,35277,8:00,23:00,N,
2671,SUBWAY,http://www.subway.com,8001 S Orange Blossom Trl Ste 944,,671,(407) 852-5999,35278,8:00,23:00,N,
2672,Flippers Pizza,http://www.flipperspizzeria.com,7335 W Sand Lake Rd,,672,(407) 852-9026,35279,8:00,23:00,N,
2673,Taco Bell,http://www.tacobell.com,5147 S Kirkman Rd,,673,(407) 352-7517,35280,8:00,23:00,N,
2674,Pastamore,http://www.pastamore.com,6000 Universal Blvd Ste 700,,674,(407) 224-2244,35281,8:00,23:00,N,
2675,A&w All-American Food,http://www.awrestaurants.com,8485 S Orange Blossom Trl,,675,(407) 438-4801,35282,8:00,23:00,N,
2676,Blimpie Subs & Salads,http://www.blimpie.com,5365 International Dr,,676,(407) 345-5089,35283,8:00,23:00,N,
2677,Singing Sams Pizzeria,,8113 Vineland Ave,,677,(407) 238-2010,35284,8:00,23:00,N,
2678,Crooked Bayou,,50 E Central Blvd Ste D,,678,(407) 839-5854,35285,8:00,23:00,N,
2679,Cafe' Madrid,http://www.cafemadrid.com,4502 Curry Ford Rd,,679,(407) 281-9491,35286,8:00,23:00,N,
2680,Geneva Pizza,,4976 Millenia Blvd,,680,(407) 472-9900,35287,8:00,23:00,N,
2681,NY Chinese,,1746 Woolco Way,,681,(407) 382-8938,35288,8:00,23:00,N,
2682,Champion Bubbler Restaurant,,723 N Powers Dr,,682,(407) 292-5100,35289,8:00,23:00,N,
2683,Caribbean Hut Inc,,2141 W Colonial Dr,,683,(407) 425-3190,35290,8:00,23:00,N,
2684,Crown Fried Chicken,,5507 W Colonial Dr,,684,(407) 295-8565,35291,8:00,23:00,N,
2685,HMS Host,http://www.hmshost.com,9301 Jeff Fuqua Blvd Ste 5199,,685,(407) 851-1334,35292,8:00,23:00,N,
2686,Pizza Unlimited,,4484 SW 34th St,,686,(407) 363-5559,35293,8:00,23:00,N,
2687,Burger King,http://www.bk.com,2600 Dardanelle Dr,,687,(407) 578-9146,35294,8:00,23:00,N,
2688,Chef Eddies Restaurant,,3214 Orange Center Blvd,,688,(407) 826-1731,35295,8:00,23:00,N,
2689,North South Coney Connection,,2591 N Forsyth Rd Ste E,,689,(407) 616-4508,35296,8:00,23:00,N,
2690,SUBWAY,http://www.subway.com,11314 S Orange Blossom Trl,,690,(407) 859-2017,35297,8:00,23:00,N,
2691,Pau Sushi Catering LLC,,2606 Elizabeth Ave,,691,(407) 649-2034,35298,8:00,23:00,N,
2692,SUBWAY,http://www.subway.com,2455 S Hiawassee Rd,,692,(407) 297-7735,35299,8:00,23:00,N,
2693,ELXSI Corp,,3600 Rio Vista Ave # A,,693,(407) 849-1090,35300,8:00,23:00,N,
2694,Jamaica Cuisine,,5722 Old Cheney Hwy,,694,(321) 445-3200,35301,8:00,23:00,N,
2695,Tropical Smoothie Cafe,http://www.tropicalsmoothie.com,12201 Research Pkwy,,695,(407) 601-4220,35302,8:00,23:00,N,
2696,Aurabar,http://www.2aurabar.com,101 S Eola Dr,,696,(407) 982-2985,35303,8:00,23:00,N,
2697,National Retail Properties Inc,http://www.nnnreit.com,450 S Orange Ave Ste 900,,697,(407) 265-7348,35304,8:00,23:00,N,
2698,Wendy's,http://www.wendys.com,950 S Orange Blossom Trl,,698,(407) 237-6297,35305,8:00,23:00,N,
2699,Bahama Breeze,http://www.bahamabreeze.com,1000 Darden Center Dr,,699,(407) 245-4000,35306,8:00,23:00,N,
2700,J J's Pizza,,20733 Macon Pkwy,,700,(321) 804-4920,35307,8:00,23:00,N,
2701,Eze Dining Inc,,9957 Portofino Dr,,701,(407) 249-2989,35308,8:00,23:00,N,
2702,Japan Food Aki Restaurant,,7460 Universal Blvd,,702,(407) 354-0025,35309,8:00,23:00,N,
2703,Florida Success 1 Inc,http://www.dennys.com,5725 T G Lee Blvd,,703,(407) 438-8811,35310,8:00,23:00,N,
2704,New York Diner,,6622 S ORANGE AVE,,704,(407) 856-6600,35311,8:00,23:00,N,
2705,Ponderosa Steakhouse,http://www.ponderosasteakhouses.com,7582 W Sand Lake Rd,,705,(407) 345-9200,35312,8:00,23:00,N,
2706,Quiznos,http://www.quiznos.com,12945 S Orange Blossom Trl,,706,(407) 856-3731,35313,8:00,23:00,N,
2707,Credo Cafe Downtown,http://www.downtowncredo.com,706 W Smith St,,707,(407) 250-4888,35314,8:00,23:00,N,
2708,Sizzler,http://www.sizzler.com,4525 S Semoran Blvd,,708,(407) 282-7500,35315,8:00,23:00,N,
2709,Westerly's,http://www.metrowestgolf.com,2100 S Hiawassee Rd,,709,(407) 297-0050,35316,8:00,23:00,N,
2710,Godfather's Pizza,http://www.godfathers.com,7900 World Center Dr,,710,(321) 239-0098,35317,8:00,23:00,N,
2711,Hayastan Llc,,7540 Universal Blvd,,711,(407) 351-3131,35318,8:00,23:00,N,
2712,Emeril's,,5885 TUR KEY LAKE RD,,712,(407) 354-3150,35319,8:00,23:00,N,
2713,Blimpie Subs & Salads,http://www.blimpie.com,13306 S Orange Blossom Trl,,713,(407) 854-8910,35320,8:00,23:00,N,
2714,Latin Quarter At City Walk,http://www.universalorlando.com,6000 Universal Blvd,,714,(407) 224-2800,35321,8:00,23:00,N,
2715,Ny Pizza Petey,,2425 E Colonial Dr,,715,(407) 440-4612,35322,8:00,23:00,N,
2716,Jungle Jim's,,12501 State Road 535,,716,(407) 827-1257,35323,8:00,23:00,N,
2717,Twisted Burger LLC,http://www.twistedburger.com,7563 W Sand Lake Rd,,717,(321) 248-2149,35324,8:00,23:00,N,
2718,Xtreme Juice,http://www.xtremejuiceorl.com,5816 Conroy Windermere Rd,,718,(407) 290-3380,35325,8:00,23:00,N,
2719,Takeout Express,http://www.orlandotakeoutexpress.com,7111 Grand National Dr,,719,(407) 352-1170,35326,8:00,23:00,N,
2720,I L Pescatore Inc,http://www.ilpescatoreonline.com,651 N Primrose Dr,,720,(407) 896-6763,35327,8:00,23:00,N,
2721,Mama's Cheesesteak,,629 N Westmoreland Dr,,721,(407) 843-6167,35328,8:00,23:00,N,
2722,Arby's,http://www.arbys.com,5540 W Colonial Dr,,722,(407) 295-5055,35329,8:00,23:00,N,
2723,Snacks On Fly,,9775 Airport Blvd Ste A,,723,(407) 825-4092,35330,8:00,23:00,N,
2724,Chimiquin Blossom,,5731 S Orange Blossom Trl,,724,(407) 816-3499,35331,8:00,23:00,N,
2725,Golden Wok,,11981 S Apopka Vineland Rd,,725,(407) 465-0788,35332,8:00,23:00,N,
2726,Planet Hollywood Intl Inc,http://www.planethollywood.com,6052 Turkey Lake Rd Ste 201,,726,(407) 903-5500,35333,8:00,23:00,N,
2727,New York Fine Foods,,8548 Palm Pkwy,,727,(407) 465-0565,35334,8:00,23:00,N,
2728,Chipotle Mexican Grill,http://www.chipotle.com,2211 S Orange Ave,,728,(407) 841-5653,35335,8:00,23:00,N,
2729,IHOP Restaurant,http://www.ihop.com,647 E Colonial Dr,,729,(407) 896-8313,35336,8:00,23:00,N,
2730,SUBWAY,http://www.subway.com,8839 Conroy Windermere Rd,,730,(407) 909-9205,35337,8:00,23:00,N,
2731,Sushi House,http://www.sushihouse.org,1311 Florida Mall Ave,,731,(407) 812-9767,35338,8:00,23:00,N,
2732,Orchid of Orlando Inc,,8200 Vineland Ave Ste 1203,,732,(407) 239-8799,35339,8:00,23:00,N,
2733,Five Guys Burgers & Fries,http://www.fiveguys.com,551 N Alafaya Trl,,733,(321) 235-5006,35340,8:00,23:00,N,
2734,Cool Blue Burrito,,177 S Orange Ave,,734,(407) 404-6499,35341,8:00,23:00,N,
2735,Los Chinitos,,12058 Collegiate Way,,735,(321) 235-0880,35342,8:00,23:00,N,
2736,Old Fashion Country BBQ,,9444 2nd Ave,,736,(407) 601-7632,35343,8:00,23:00,N,
2737,Millenia Cafe & Catering,,4303 Vineland Rd Ste F18,,737,(407) 648-4978,35344,8:00,23:00,N,
2738,Piattini,http://www.piattini.com,595 W Church St Ste L,,738,(407) 419-3773,35345,8:00,23:00,N,
2739,Snapfinger Catering-Orlando,,7985 Bridgestone Dr,,739,(321) 206-3101,35346,8:00,23:00,N,
2740,Lake Nona Deli & Market,http://www.lakenonadeliandmarket.com,8510 Insular Ln,,740,(407) 237-0944,35347,8:00,23:00,N,
2741,McDonalds,http://www.mcdonalds.com,10413 E Colonial Dr,,741,(407) 282-5575,35348,8:00,23:00,N,
2742,Pancheros Mexican Grill,,54 W Church St Ste 141,,742,(407) 428-0878,35349,8:00,23:00,N,
2743,Taco Bell,http://www.tacobell.com,576 S Alafaya Trl,,743,(321) 235-9536,35350,8:00,23:00,N,
2744,Grill Depot,,7661 Magnolia Homes Rd,,744,(407) 299-9381,35351,8:00,23:00,N,
2745,Michael's Sandwiches Salads,,55 E Pine St,,745,(407) 425-0164,35352,8:00,23:00,N,
2746,John's Soul Food Cafe,,6801 Forest City Rd,,746,(407) 447-0692,35353,8:00,23:00,N,
2747,Checkers Drive-In Restaurant,http://www.checkers.com,3800 S Orange Blossom Trl,,747,(407) 317-9003,35354,8:00,23:00,N,
2748,Burger King,http://www.bk.com,16884 E Colonial Dr,,748,(407) 568-8008,35355,8:00,23:00,N,
2749,Blossom Kafe,,1817 S Ferncreek Ave,,749,(407) 228-2055,35356,8:00,23:00,N,
2750,Charley's Grilled Subs,http://www.charleys.com,8001 S Orange Blossom Trl,,750,(407) 857-5006,35357,8:00,23:00,N,
2751,Delicious Delivery,http://www.deliciousdelivery.net,100 W Washington St # 1,,751,(407) 480-3000,35358,8:00,23:00,N,
2752,East Gourmet,,8010 W Colonial Dr Ste 138,,752,(407) 522-5111,35359,8:00,23:00,N,
2753,Pio Pio Restaurant,http://www.piopiointernational.com,5752 International Dr,,753,(407) 248-6424,35360,8:00,23:00,N,
2754,Tropical Magic Restaurant,,801 N John Young Pkwy,,754,(407) 293-1505,35361,8:00,23:00,N,
2755,McDonalds,http://www.mcdonalds.com,9202 Jeff Fuqua Blvd Ste 1427,,755,(407) 825-3273,35362,8:00,23:00,N,
2756,Quiznos,http://www.quiznos.com,38 S Orange Ave,,756,(407) 999-5191,35363,8:00,23:00,N,
2757,Aquamarine,,14200 Bonnet Creek Resort Ln,,757,(407) 597-5417,35364,8:00,23:00,N,
2758,McDonalds,http://www.mcdonalds.com,5107 S Conway Rd,,758,(407) 856-6350,35365,8:00,23:00,N,
2759,KFC,http://www.kfc.com,10825 E Colonial Dr,,759,(407) 658-2286,35366,8:00,23:00,N,
2760,Boar's Head Brand,,8265 Hangar Blvd,,760,(407) 812-2028,35367,8:00,23:00,N,
2761,Orange Julius,http://www.orangejulius.com,8001 S Orange Blossom Trl Ste 998,,761,(407) 857-5892,35368,8:00,23:00,N,
2762,Flying Food Group,http://www.ffg.com,6360 Hazeltine National Dr,,762,(407) 851-8297,35369,8:00,23:00,N,
2763,New York China Li,,3601 Columbia St,,763,(407) 293-1919,35370,8:00,23:00,N,
2764,Coleman's Sports Design Pizza,,3300 W Colonial Dr,,764,(407) 578-8886,35371,8:00,23:00,N,
2765,Tavern On the Lake,http://www.tavernorlando.com,6996 Piazza Grande Ave Ste 100,,765,(407) 341-4417,35372,8:00,23:00,N,
2766,Pineapple Grille & Lounge,,12000 International Dr,,766,(407) 239-1222,35373,8:00,23:00,N,
2767,Vinito Tuscan Tavern,http://www.vinitousa.com,4971 International Dr Ste 3D09,,767,(407) 354-0404,35374,8:00,23:00,N,
2768,KFC,http://www.kfc.com,4501 E Colonial Dr,,768,(407) 898-6234,35375,8:00,23:00,N,
2769,Garden Fresh Restaurant,,4678 E Colonial Dr,,769,(407) 896-8770,35376,8:00,23:00,N,
2770,Big Daddy's Pizza,,829 Good Homes Rd,,770,(407) 522-5214,35377,8:00,23:00,N,
2771,Asian Buffet,,5989 W Colonial Dr,,771,(407) 298-3858,35378,8:00,23:00,N,
2772,Delightful Island Cafe,,9318 E Colonial Dr,,772,(407) 826-1772,35379,8:00,23:00,N,
2773,Mei Asian China Buff,,2258 S Kirkman Rd,,773,(407) 292-3338,35380,8:00,23:00,N,
2774,Villa Pizza,http://www.villa.com,5250 International Dr Ste 72,,774,(407) 363-6733,35381,8:00,23:00,N,
2775,Papa John's Pizza,http://www.papajohns.com,11989 S Apopka Vineland Rd # B6,,775,(407) 465-0983,35382,8:00,23:00,N,
2776,International Mini Market,,1213 N Semoran Blvd,,776,(321) 235-3380,35383,8:00,23:00,N,
2777,Aura,,101 S Eola Dr Ste C,,777,(407) 480-4433,35384,8:00,23:00,N,
2778,Wendy's,http://www.wendys.com,2400 N Orange Ave,,778,(407) 898-9512,35385,8:00,23:00,N,
2779,Beef'o'brady's,http://www.beefobradys.com,12789 Waterford Lakes Pkwy Ste 14,,779,(407) 781-0400,35386,8:00,23:00,N,
2780,China Hot,,4700 S Orange Blossom Trl,,780,(407) 851-2888,35387,8:00,23:00,N,
2781,Cliffs,http://www.cliffs.net,6115 Silver Star Rd,,781,(407) 296-5831,35388,8:00,23:00,N,
2782,Ikaho Sushi,,7965 E Colonial Dr,,782,(352) 557-8988,35389,8:00,23:00,N,
2783,Cafe Mineiro,,6432 International Dr,,783,(407) 248-2930,35390,8:00,23:00,N,
2784,Chili's Grill & Bar,http://www.chilis.com,9333 Airport Blvd,,784,(407) 851-1334,35391,8:00,23:00,N,
2785,Chinatown,,4200 Conroy Rd,,785,(407) 370-0039,35392,8:00,23:00,N,
2786,Power House Cafe Inc,,10735 Cherry Oak Cir,,786,(407) 657-2078,35393,8:00,23:00,N,
2787,Junior Columbian Burgers,,5389 S Kirkman Rd,,787,(407) 355-3506,35394,8:00,23:00,N,
2788,Burger King,http://www.bk.com,8091 S Orange Ave,,788,(407) 857-5785,35395,8:00,23:00,N,
2789,Hardee's,http://www.hardees.com,10001 Lake Underhill Rd,,789,(407) 384-6488,35396,8:00,23:00,N,
2790,Fu Bar Venture 1,,12233 University Blvd,,790,(407) 382-2799,35397,8:00,23:00,N,
2791,Drive Time Corp,http://www.drivetime.com,5310 E Colonial Dr,,791,(407) 381-1333,35398,8:00,23:00,N,
2792,Lasincertite Restaurant,,108 N Orange Blossom Trl,,792,(407) 649-4718,35399,8:00,23:00,N,
2793,Asian Cafe,,5250 International Dr Ste 644,,793,(407) 226-1688,35400,8:00,23:00,N,
2794,Orlando Asian Restaurants Inc,,6532 Carrier Dr,,794,(407) 370-2888,35401,8:00,23:00,N,
2795,Fu Hua Chinese Restaurant,,4065 S Goldenrod Rd,,795,(407) 208-9797,35402,8:00,23:00,N,
2796,Dragon City,http://www.dragon-city.org,2773 N Hiawassee Rd,,796,(407) 521-6695,35403,8:00,23:00,N,
2797,Tai Won Chinese Restaurant,,2125 Americana Blvd,,797,(407) 826-5122,35404,8:00,23:00,N,
2798,Portimo Mitigation Svc,,13538 Village Park Dr Ste 200,,798,(321) 281-8000,35405,8:00,23:00,N,
2799,Burger King,http://www.bk.com,6400 N Orange Blossom Trl,,799,(407) 290-2692,35406,8:00,23:00,N,
2800,Clubhouse,http://www.orlandoclubhouse.com,100 E Pine St Ste 103,,800,(407) 447-5225,35407,8:00,23:00,N,
2801,Lake Eola Yacht Club,http://www.lakeeola.com,407 E Central Blvd,,801,(407) 841-0033,35408,8:00,23:00,N,
2802,Uno Chicago Grill,http://www.unos.com,55 W Church St,,802,(407) 839-1800,35409,8:00,23:00,N,
2803,Lower East Side,,8548 Palm Pkwy,,803,(407) 238-7755,35410,8:00,23:00,N,
2804,Tropical Smoothie Cafe,http://www.tropicalsmoothie.com,63 W Washington St,,804,(407) 839-0830,35411,8:00,23:00,N,
2805,Homestyle Chinese Restaurant,,5080 W Colonial Dr,,805,(407) 295-9001,35412,8:00,23:00,N,
2806,Medina's Grocery Inc,,2405 E Washington St,,806,(407) 894-9294,35413,8:00,23:00,N,
2807,Wendy's,http://www.wendys.com,1919 S Orange Ave,,807,(407) 843-4628,35414,8:00,23:00,N,
2808,Chipotle Mexican Grill,http://www.chipotle.com,11860 University Blvd,,808,(321) 235-3326,35415,8:00,23:00,N,
2809,Domino's Pizza,http://www.dominos.com,12450 International Dr,,809,(407) 239-1122,35416,8:00,23:00,N,
2810,McDonalds,http://www.mcdonalds.com,6875 W Sand Lake Rd,,810,(407) 351-2185,35417,8:00,23:00,N,
2811,India Village Vegetarian,,6200 Old Winter Garden Rd,,811,(407) 297-0000,35418,8:00,23:00,N,
2812,Bola Restorante,,8148 International Dr,,812,(407) 345-8884,35419,8:00,23:00,N,
2813,Wendy's,http://www.wendys.com,2608 N Hiawassee Rd,,813,(407) 295-3997,35420,8:00,23:00,N,
2814,LAC Viet Bistro,http://www.lacvietbistro.com,2021 E Colonial Dr,,814,(407) 228-4000,35421,8:00,23:00,N,
2815,Casa Cubana Cafe,,1200 Lee Rd,,815,(407) 297-8003,35422,8:00,23:00,N,
2816,China 1,,914 Lee Rd,,816,(407) 539-1668,35423,8:00,23:00,N,
2817,Dock Side Grill,,5494 Central Florida Pkwy,,817,(407) 239-8552,35424,8:00,23:00,N,
2818,McDonalds,http://www.mcdonalds.com,5400 S Kirkman Rd,,818,(407) 352-1528,35425,8:00,23:00,N,
2819,Latin Quarter At City Walk,,1000 Universal Studios Plz,,819,(407) 363-5922,35426,8:00,23:00,N,
2820,Caramel Bar & Grill,,627 Hoffner Ave # 1,,820,(407) 888-9881,35427,8:00,23:00,N,
2821,Sunntin 2 Eat Inc,,6854 Forest City Rd,,821,(407) 730-3131,35428,8:00,23:00,N,
2822,McDonalds,http://www.mcdonalds.com,12549 State Road 535,,822,(407) 827-1030,35429,8:00,23:00,N,
2823,Taqueria Nuno,,4400 S Orange Blossom Trl,,823,(407) 650-0021,35430,8:00,23:00,N,
2824,Fifty Seven West,http://www.club57west.com,57 W Pine St,,824,(407) 872-0084,35431,8:00,23:00,N,
2825,Ethos Vegan Kitchen,http://www.ethosvegankitchen.com,1235 N Orange Ave Ste 101,,825,(407) 228-3899,35432,8:00,23:00,N,
2826,Gyro Place,,707 S Orange Blossom Trl,,826,(407) 999-5042,35433,8:00,23:00,N,
2827,Godfather's Pizza,http://www.godfathers.com,38 S Goldenrod Rd,,827,(407) 277-4166,35434,8:00,23:00,N,
2828,Papa John's Pizza,http://www.papajohns.com,4000 Central Florida Blvd,,828,(407) 381-5500,35435,8:00,23:00,N,
2829,California Pizza Kitchen,http://www.cpk.com,4200 Conroy Rd Ste 251,,829,(407) 248-7887,35436,8:00,23:00,N,
2830,Fat Fish Blue,http://www.fatfishblue.com,9101 International Dr Ste 2310,,830,(407) 480-2000,35437,8:00,23:00,N,
2831,McDonalds,http://www.mcdonalds.com,10026 Curry Ford Rd,,831,(407) 382-5720,35438,8:00,23:00,N,
2832,Moses Cuban Sandwiches,,5425 S Orange Blossom Trl,,832,(407) 251-5999,35439,8:00,23:00,N,
2833,McDonalds,http://www.mcdonalds.com,3839 S Orange Blossom Trl,,833,(407) 839-3840,35440,8:00,23:00,N,
2834,Ny Pizza College Park,,2912 Edgewater Dr,,834,(407) 422-6973,35441,8:00,23:00,N,
2835,Froots,http://www.froots.com,4848 S Apopka Vineland Rd Ste 208,,835,(407) 876-1014,35442,8:00,23:00,N,
2836,Maryland Fried Chicken,http://www.marylandfriedchicken.com,5003 Edgewater Dr,,836,(407) 295-6048,35443,8:00,23:00,N,
2837,Chipotle Mexican Grill,http://www.chipotle.com,2850 S Kirkman Rd,,837,(407) 532-6517,35444,8:00,23:00,N,
2838,Mr Sub Shop,,927 S Goldwyn Ave Ste 105,,838,(407) 298-3647,35445,8:00,23:00,N,
2839,Frank's Bistro,http://www.franksbistro.com,4642 S Kirkman Rd,,839,(407) 781-5440,35446,8:00,23:00,N,
2840,Best of British Soccer World,,8324 International Dr,,840,(407) 264-9189,35447,8:00,23:00,N,
2841,McDonalds,http://www.mcdonalds.com,2504 S Orange Ave,,841,(407) 841-9472,35448,8:00,23:00,N,
2842,Ruby Tuesday,http://www.rubytuesday.com,13145 S Orange Blossom Trl,,842,(407) 854-8308,35449,8:00,23:00,N,
2843,Paradise Island Cafe,,377 W Church St,,843,(407) 841-8933,35450,8:00,23:00,N,
2844,Sushitomi,http://www.sushitomi.com,8463 S John Young Pkwy,,844,(407) 352-8635,35451,8:00,23:00,N,
2845,A Slice of New York of Orlando,,13851 S John Young Pkwy,,845,(407) 251-1595,35452,8:00,23:00,N,
2846,Wing House Vii,http://www.winghouse.com,3201 Parkway Center Ct,,846,(407) 522-6422,35453,8:00,23:00,N,
2847,Emeril's Business Office,,7575 Dr Phillips Blvd Ste 310,,847,(407) 354-3150,35454,8:00,23:00,N,
2848,Garden Fresh Restaurant Corp,,120 W Compton Ave,,848,(407) 841-0125,35455,8:00,23:00,N,
2849,Lago's,http://www.lagobaldwinpark.com,4979 New Broad St,,849,(407) 331-5246,35456,8:00,23:00,N,
2850,McDonalds,http://www.mcdonalds.com,8223 Vineland Ave,,850,(407) 239-6247,35457,8:00,23:00,N,
2851,Emma's Homestyle Cooking,,692 W Robinson St,,851,(407) 422-8655,35458,8:00,23:00,N,
2852,Wild Jacks Steak & Barbeque,,8669 Commodity Cir,,852,(407) 903-5961,35459,8:00,23:00,N,
2853,Kocher Food,,8876 Fort Jefferson Blvd,,853,(407) 306-8475,35460,8:00,23:00,N,
2854,Jimmy Buffett's Margaritaville,http://www.margaritavilleorlando.com,6000 Universal Blvd Ste 704,,854,(407) 224-2155,35461,8:00,23:00,N,
2855,Urban Flats,,183 S Orange Ave # 100,,855,(321) 332-6889,35462,8:00,23:00,N,
2856,Red Lobster,http://www.redlobster.com,1000 Darden Center Dr,,856,(407) 245-4000,35463,8:00,23:00,N,
2857,Asian Chao,http://www.asianchao.com,8001 S Orange Blossom Trl Ste 980,,857,(407) 851-0109,35464,8:00,23:00,N,
2858,Empire Szechuan,,341 N Orange Ave,,858,(407) 839-0601,35465,8:00,23:00,N,
2859,Breakfast Club of Orlando,http://www.breakfastcluboforlando.com,63 E Pine St,,859,(407) 843-1559,35466,8:00,23:00,N,
2860,Ponderosa Steakhouse,http://www.ponderosasteakhouses.com,5535 S Kirkman Rd,,860,(407) 345-0200,35467,8:00,23:00,N,
2861,Eagle Pizza,,5711 Dahlia Dr,,861,(407) 380-9911,35468,8:00,23:00,N,
2862,Burger King,http://www.bk.com,2892 S Orange Ave,,862,(407) 851-5220,35469,8:00,23:00,N,
2863,SUBWAY,http://www.subway.com,4650 N Alafaya Trl Ste 106,,863,(407) 243-1944,35470,8:00,23:00,N,
2864,Logan's Roadhouse,http://www.logansroadhouse.com,3060 W Sand Lake Rd,,864,(407) 354-1760,35471,8:00,23:00,N,
2865,Long John Silver's,http://www.ljsilvers.com,16880 E Colonial Dr,,865,(407) 568-9114,35472,8:00,23:00,N,
2866,McDonalds,http://www.mcdonalds.com,5685 S Semoran Blvd,,866,(407) 275-3827,35473,8:00,23:00,N,
2867,Anthony's Pizza,http://www.anthonysoriginalpizza.com,4626 S Kirkman Rd,,867,(407) 290-1200,35474,8:00,23:00,N,
2868,Club Tobago Restaurant,,6404 W Colonial Dr,,868,(407) 578-7440,35475,8:00,23:00,N,
2869,Crispers,,2228 S Kirkman Rd,,869,(407) 295-9418,35476,8:00,23:00,N,
2870,Tropical Smoothie Cafe,http://www.tropicalsmoothie.com,12789 Waterford Lakes Pkwy Ste 9,,870,(407) 704-8205,35477,8:00,23:00,N,
