reviewid,UserID,RID,Content,ReveiwDate,Upvote,downvote
655,655,228,"As fancy and elegant as everything was, he made us feel comfortable.",25-Feb-10,155,35
656,656,336,"As fancy and elegant as everything was, he made us feel comfortable.",28-Jan-12,156,36
657,657,92,"As fancy and elegant as everything was, he made us feel comfortable.",16-Apr-10,157,37
658,658,63,"As fancy and elegant as everything was, he made us feel comfortable.",28-Jun-12,158,38
659,659,138,"As fancy and elegant as everything was, he made us feel comfortable.",23-Apr-11,159,39
660,660,157,"As fancy and elegant as everything was, he made us feel comfortable.",23-Oct-07,160,40
661,661,69,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jan-12,161,41
662,662,217,"As fancy and elegant as everything was, he made us feel comfortable.",2-Jun-10,162,42
663,663,157,"As fancy and elegant as everything was, he made us feel comfortable.",23-Jun-08,163,43
664,664,191,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jun-12,164,44
665,665,116,"As fancy and elegant as everything was, he made us feel comfortable.",9-Feb-12,165,45
666,666,87,"As fancy and elegant as everything was, he made us feel comfortable.",18-Feb-13,166,46
667,667,27,"As fancy and elegant as everything was, he made us feel comfortable.",13-Nov-11,167,47
668,668,175,"As fancy and elegant as everything was, he made us feel comfortable.",5-Oct-12,168,48
669,669,20,"As fancy and elegant as everything was, he made us feel comfortable.",6-Jun-10,169,49
670,670,75,"As fancy and elegant as everything was, he made us feel comfortable.",3-Apr-09,170,50
671,671,377,"As fancy and elegant as everything was, he made us feel comfortable.",23-Mar-12,171,51
672,672,37,"As fancy and elegant as everything was, he made us feel comfortable.",25-Sep-07,172,52
673,673,275,"As fancy and elegant as everything was, he made us feel comfortable.",14-Feb-09,173,53
674,674,192,"As fancy and elegant as everything was, he made us feel comfortable.",11-Jul-07,174,54
675,675,364,"As fancy and elegant as everything was, he made us feel comfortable.",10-Oct-12,175,55
676,676,247,"As fancy and elegant as everything was, he made us feel comfortable.",28-Dec-07,176,56
677,677,183,"As fancy and elegant as everything was, he made us feel comfortable.",20-Feb-10,177,57
678,678,312,"As fancy and elegant as everything was, he made us feel comfortable.",5-Sep-10,178,58
679,679,167,"As fancy and elegant as everything was, he made us feel comfortable.",5-Mar-09,179,59
680,680,301,"As fancy and elegant as everything was, he made us feel comfortable.",17-Apr-10,180,60
681,681,14,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jan-13,181,61
682,682,246,"As fancy and elegant as everything was, he made us feel comfortable.",2-Apr-10,182,62
683,683,138,"As fancy and elegant as everything was, he made us feel comfortable.",3-Apr-11,183,63
684,684,20,"As fancy and elegant as everything was, he made us feel comfortable.",29-Jan-13,184,64
685,685,236,"As fancy and elegant as everything was, he made us feel comfortable.",1-Jan-13,185,65
686,686,258,"As fancy and elegant as everything was, he made us feel comfortable.",18-Apr-12,186,66
687,687,172,"As fancy and elegant as everything was, he made us feel comfortable.",1-Mar-10,187,67
688,688,164,"As fancy and elegant as everything was, he made us feel comfortable.",30-Oct-09,188,68
689,689,340,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jan-08,189,69
690,690,247,"As fancy and elegant as everything was, he made us feel comfortable.",28-Apr-11,190,70
691,691,22,"As fancy and elegant as everything was, he made us feel comfortable.",20-Sep-11,191,71
692,692,58,"As fancy and elegant as everything was, he made us feel comfortable.",2-Jun-10,192,72
693,693,235,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jul-07,193,73
694,694,157,"As fancy and elegant as everything was, he made us feel comfortable.",22-Apr-12,194,74
695,695,68,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jun-12,195,75
696,696,130,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jul-07,196,76
697,697,240,"As fancy and elegant as everything was, he made us feel comfortable.",22-Aug-08,197,77
698,698,233,"As fancy and elegant as everything was, he made us feel comfortable.",21-May-07,198,78
699,699,35,"As fancy and elegant as everything was, he made us feel comfortable.",9-Aug-10,199,79
700,700,258,"As fancy and elegant as everything was, he made us feel comfortable.",28-Mar-12,100,30
701,701,238,"As fancy and elegant as everything was, he made us feel comfortable.",29-Jul-11,101,31
702,702,44,"As fancy and elegant as everything was, he made us feel comfortable.",22-Aug-09,102,32
703,703,332,"As fancy and elegant as everything was, he made us feel comfortable.",12-Jan-11,103,33
704,704,83,"As fancy and elegant as everything was, he made us feel comfortable.",21-Nov-11,104,34
705,705,344,"As fancy and elegant as everything was, he made us feel comfortable.",11-Dec-07,105,35
706,706,331,"As fancy and elegant as everything was, he made us feel comfortable.",21-Oct-12,106,36
707,707,345,"As fancy and elegant as everything was, he made us feel comfortable.",16-May-07,107,37
708,708,339,"As fancy and elegant as everything was, he made us feel comfortable.",16-Oct-08,108,38
709,709,288,"As fancy and elegant as everything was, he made us feel comfortable.",14-Dec-07,109,39
710,710,194,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jun-11,110,40
711,711,158,"As fancy and elegant as everything was, he made us feel comfortable.",7-Dec-08,111,41
712,712,50,"As fancy and elegant as everything was, he made us feel comfortable.",6-Mar-08,112,42
713,713,354,"As fancy and elegant as everything was, he made us feel comfortable.",2-Apr-08,113,43
714,714,198,"As fancy and elegant as everything was, he made us feel comfortable.",20-Feb-12,114,44
715,715,378,"As fancy and elegant as everything was, he made us feel comfortable.",5-May-11,115,45
716,716,264,"As fancy and elegant as everything was, he made us feel comfortable.",24-Jun-07,116,46
717,717,351,"As fancy and elegant as everything was, he made us feel comfortable.",30-Apr-11,117,47
718,718,283,"As fancy and elegant as everything was, he made us feel comfortable.",13-May-10,118,48
719,719,241,"As fancy and elegant as everything was, he made us feel comfortable.",11-Mar-08,119,49
720,720,245,"As fancy and elegant as everything was, he made us feel comfortable.",27-Mar-11,120,50
721,721,64,"As fancy and elegant as everything was, he made us feel comfortable.",15-Mar-09,121,51
722,722,335,"As fancy and elegant as everything was, he made us feel comfortable.",19-Jan-10,122,52
723,723,266,"As fancy and elegant as everything was, he made us feel comfortable.",16-May-12,123,53
724,724,225,"As fancy and elegant as everything was, he made us feel comfortable.",21-Nov-12,124,54
725,725,206,"As fancy and elegant as everything was, he made us feel comfortable.",18-Nov-12,125,55
726,726,271,"As fancy and elegant as everything was, he made us feel comfortable.",20-Feb-10,126,56
727,727,59,"As fancy and elegant as everything was, he made us feel comfortable.",4-Mar-12,127,57
728,728,358,"As fancy and elegant as everything was, he made us feel comfortable.",18-Dec-08,128,58
729,729,49,"As fancy and elegant as everything was, he made us feel comfortable.",14-Apr-07,129,59
730,730,322,"As fancy and elegant as everything was, he made us feel comfortable.",18-Mar-08,130,60
731,731,202,"As fancy and elegant as everything was, he made us feel comfortable.",9-Apr-11,131,61
732,732,263,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jun-08,132,62
733,733,378,"As fancy and elegant as everything was, he made us feel comfortable.",10-Mar-12,133,63
734,734,258,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jan-10,134,64
735,735,175,"As fancy and elegant as everything was, he made us feel comfortable.",16-Dec-10,135,65
736,736,264,"As fancy and elegant as everything was, he made us feel comfortable.",28-Aug-10,136,66
737,737,153,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jan-12,137,67
738,738,35,"As fancy and elegant as everything was, he made us feel comfortable.",6-Apr-08,138,68
739,739,31,"As fancy and elegant as everything was, he made us feel comfortable.",11-Jan-11,139,69
740,740,350,"As fancy and elegant as everything was, he made us feel comfortable.",20-Mar-08,140,70
741,741,83,"As fancy and elegant as everything was, he made us feel comfortable.",23-Feb-08,141,71
742,742,217,"As fancy and elegant as everything was, he made us feel comfortable.",13-Nov-12,142,72
743,743,42,"As fancy and elegant as everything was, he made us feel comfortable.",23-Oct-10,143,73
744,744,101,"As fancy and elegant as everything was, he made us feel comfortable.",6-May-07,144,74
745,745,297,"As fancy and elegant as everything was, he made us feel comfortable.",1-Jul-09,145,75
746,746,134,"As fancy and elegant as everything was, he made us feel comfortable.",7-Aug-08,146,76
747,747,114,"As fancy and elegant as everything was, he made us feel comfortable.",27-Oct-09,147,77
748,748,239,"As fancy and elegant as everything was, he made us feel comfortable.",22-Oct-11,148,78
749,749,256,"As fancy and elegant as everything was, he made us feel comfortable.",7-Aug-09,149,79
750,750,75,"As fancy and elegant as everything was, he made us feel comfortable.",29-Oct-08,150,30
751,751,238,"As fancy and elegant as everything was, he made us feel comfortable.",29-May-07,151,31
752,752,83,"As fancy and elegant as everything was, he made us feel comfortable.",8-Feb-08,152,32
753,753,361,"As fancy and elegant as everything was, he made us feel comfortable.",1-May-07,153,33
754,754,295,"As fancy and elegant as everything was, he made us feel comfortable.",17-Sep-10,154,34
755,755,237,"As fancy and elegant as everything was, he made us feel comfortable.",8-Mar-12,155,35
756,756,307,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jun-10,156,36
757,757,292,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jul-09,157,37
758,758,27,"As fancy and elegant as everything was, he made us feel comfortable.",23-Oct-07,158,38
759,759,278,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jul-08,159,39
760,760,234,"As fancy and elegant as everything was, he made us feel comfortable.",12-Jun-08,160,40
761,761,290,"As fancy and elegant as everything was, he made us feel comfortable.",15-Mar-13,161,41
762,762,297,"As fancy and elegant as everything was, he made us feel comfortable.",8-Jun-07,162,42
763,763,343,"As fancy and elegant as everything was, he made us feel comfortable.",28-May-10,163,43
764,764,176,"As fancy and elegant as everything was, he made us feel comfortable.",30-Mar-10,164,44
765,765,327,"As fancy and elegant as everything was, he made us feel comfortable.",10-Dec-07,165,45
766,766,260,"As fancy and elegant as everything was, he made us feel comfortable.",21-Sep-09,166,46
767,767,227,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jul-08,167,47
768,768,51,"As fancy and elegant as everything was, he made us feel comfortable.",19-Jun-11,168,48
769,769,171,"As fancy and elegant as everything was, he made us feel comfortable.",15-May-11,169,49
770,770,283,"As fancy and elegant as everything was, he made us feel comfortable.",18-Apr-10,170,50
771,771,135,"As fancy and elegant as everything was, he made us feel comfortable.",5-Oct-11,171,51
772,772,141,"As fancy and elegant as everything was, he made us feel comfortable.",2-Jan-09,172,52
773,773,343,"As fancy and elegant as everything was, he made us feel comfortable.",20-Jul-11,173,53
774,774,320,"As fancy and elegant as everything was, he made us feel comfortable.",7-Sep-09,174,54
775,775,192,"As fancy and elegant as everything was, he made us feel comfortable.",18-Apr-08,175,55
776,776,139,"As fancy and elegant as everything was, he made us feel comfortable.",30-Oct-10,176,56
777,777,40,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jan-09,177,57
778,778,198,"As fancy and elegant as everything was, he made us feel comfortable.",10-Apr-11,178,58
779,779,234,"As fancy and elegant as everything was, he made us feel comfortable.",24-Apr-07,179,59
780,780,177,"As fancy and elegant as everything was, he made us feel comfortable.",15-May-12,180,60
781,781,336,"As fancy and elegant as everything was, he made us feel comfortable.",27-Nov-08,181,61
782,782,164,"As fancy and elegant as everything was, he made us feel comfortable.",22-Dec-10,182,62
783,783,124,"As fancy and elegant as everything was, he made us feel comfortable.",23-May-09,183,63
784,784,23,"As fancy and elegant as everything was, he made us feel comfortable.",21-Oct-10,184,64
785,785,149,"As fancy and elegant as everything was, he made us feel comfortable.",18-Feb-09,185,65
786,786,142,"As fancy and elegant as everything was, he made us feel comfortable.",14-Mar-11,186,66
787,787,276,"As fancy and elegant as everything was, he made us feel comfortable.",19-Dec-12,187,67
788,788,133,"As fancy and elegant as everything was, he made us feel comfortable.",26-Mar-07,188,68
789,789,275,"As fancy and elegant as everything was, he made us feel comfortable.",5-Nov-11,189,69
790,790,65,"As fancy and elegant as everything was, he made us feel comfortable.",9-Oct-10,190,70
791,791,16,"As fancy and elegant as everything was, he made us feel comfortable.",13-Feb-08,191,71
792,792,30,"As fancy and elegant as everything was, he made us feel comfortable.",26-Dec-08,192,72
793,793,99,"As fancy and elegant as everything was, he made us feel comfortable.",26-Feb-08,193,73
794,794,75,"As fancy and elegant as everything was, he made us feel comfortable.",5-Jun-12,194,74
795,795,52,"As fancy and elegant as everything was, he made us feel comfortable.",10-May-08,195,75
796,796,169,"As fancy and elegant as everything was, he made us feel comfortable.",14-Nov-09,196,76
797,797,103,"As fancy and elegant as everything was, he made us feel comfortable.",19-Oct-07,197,77
798,798,59,"As fancy and elegant as everything was, he made us feel comfortable.",9-Mar-09,198,78
799,799,346,"As fancy and elegant as everything was, he made us feel comfortable.",27-Sep-12,199,79
800,800,233,"As fancy and elegant as everything was, he made us feel comfortable.",6-Dec-12,100,30
801,801,22,"As fancy and elegant as everything was, he made us feel comfortable.",21-Nov-12,101,31
802,802,240,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jun-12,102,32
803,803,2,"As fancy and elegant as everything was, he made us feel comfortable.",26-Aug-07,103,33
804,804,192,"As fancy and elegant as everything was, he made us feel comfortable.",8-Sep-12,104,34
805,805,12,"As fancy and elegant as everything was, he made us feel comfortable.",13-Aug-09,105,35
806,806,32,"As fancy and elegant as everything was, he made us feel comfortable.",14-Dec-11,106,36
807,807,189,"As fancy and elegant as everything was, he made us feel comfortable.",21-Mar-11,107,37
808,808,334,"As fancy and elegant as everything was, he made us feel comfortable.",28-Feb-13,108,38
809,809,351,"As fancy and elegant as everything was, he made us feel comfortable.",20-Mar-07,109,39
810,810,333,"As fancy and elegant as everything was, he made us feel comfortable.",19-Jul-10,110,40
811,811,278,"As fancy and elegant as everything was, he made us feel comfortable.",30-May-07,111,41
812,812,243,"As fancy and elegant as everything was, he made us feel comfortable.",30-Apr-09,112,42
813,813,84,"As fancy and elegant as everything was, he made us feel comfortable.",30-Sep-09,113,43
814,814,66,"As fancy and elegant as everything was, he made us feel comfortable.",31-Dec-10,114,44
815,815,348,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jun-12,115,45
816,816,176,"As fancy and elegant as everything was, he made us feel comfortable.",26-Nov-10,116,46
817,817,314,"As fancy and elegant as everything was, he made us feel comfortable.",14-Aug-09,117,47
818,818,336,"As fancy and elegant as everything was, he made us feel comfortable.",3-Jul-09,118,48
819,819,159,"As fancy and elegant as everything was, he made us feel comfortable.",12-Aug-07,119,49
820,820,194,"As fancy and elegant as everything was, he made us feel comfortable.",22-May-12,120,50
821,821,235,"As fancy and elegant as everything was, he made us feel comfortable.",20-Nov-11,121,51
822,822,39,"As fancy and elegant as everything was, he made us feel comfortable.",25-Sep-10,122,52
823,823,372,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jun-09,123,53
824,824,204,"As fancy and elegant as everything was, he made us feel comfortable.",7-Mar-10,124,54
825,825,160,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jan-08,125,55
826,826,358,"As fancy and elegant as everything was, he made us feel comfortable.",18-Jan-09,126,56
827,827,187,"As fancy and elegant as everything was, he made us feel comfortable.",17-Jul-08,127,57
828,828,241,"As fancy and elegant as everything was, he made us feel comfortable.",29-Sep-12,128,58
829,829,332,"As fancy and elegant as everything was, he made us feel comfortable.",20-Sep-12,129,59
830,830,158,"As fancy and elegant as everything was, he made us feel comfortable.",12-Jun-09,130,60
831,831,224,"As fancy and elegant as everything was, he made us feel comfortable.",26-Jun-12,131,61
832,832,145,"As fancy and elegant as everything was, he made us feel comfortable.",6-Apr-12,132,62
833,833,369,"As fancy and elegant as everything was, he made us feel comfortable.",1-Jul-12,133,63
834,834,261,"As fancy and elegant as everything was, he made us feel comfortable.",6-Jul-11,134,64
835,835,130,"As fancy and elegant as everything was, he made us feel comfortable.",15-Apr-12,135,65
836,836,62,"As fancy and elegant as everything was, he made us feel comfortable.",3-Apr-07,136,66
837,837,325,"As fancy and elegant as everything was, he made us feel comfortable.",25-Sep-10,137,67
838,838,12,"As fancy and elegant as everything was, he made us feel comfortable.",5-Apr-07,138,68
839,839,125,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jul-10,139,69
840,840,291,"As fancy and elegant as everything was, he made us feel comfortable.",27-Jun-09,140,70
841,841,105,"As fancy and elegant as everything was, he made us feel comfortable.",27-Jun-10,141,71
842,842,72,"As fancy and elegant as everything was, he made us feel comfortable.",20-Nov-07,142,72
843,843,219,"As fancy and elegant as everything was, he made us feel comfortable.",14-Aug-10,143,73
844,844,247,"As fancy and elegant as everything was, he made us feel comfortable.",19-Nov-07,144,74
845,845,96,"As fancy and elegant as everything was, he made us feel comfortable.",9-Jul-07,145,75
846,846,87,"As fancy and elegant as everything was, he made us feel comfortable.",3-Oct-11,146,76
847,847,353,"As fancy and elegant as everything was, he made us feel comfortable.",27-Feb-09,147,77
848,848,287,"As fancy and elegant as everything was, he made us feel comfortable.",12-Apr-07,148,78
849,849,87,"As fancy and elegant as everything was, he made us feel comfortable.",14-Oct-08,149,79
850,850,176,"As fancy and elegant as everything was, he made us feel comfortable.",23-Nov-07,150,30
851,851,23,"As fancy and elegant as everything was, he made us feel comfortable.",3-Mar-10,151,31
852,852,129,"As fancy and elegant as everything was, he made us feel comfortable.",28-Dec-10,152,32
853,853,255,"As fancy and elegant as everything was, he made us feel comfortable.",24-Feb-09,153,33
854,854,110,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jul-09,154,34
855,855,13,"As fancy and elegant as everything was, he made us feel comfortable.",14-Sep-07,155,35
856,856,92,"As fancy and elegant as everything was, he made us feel comfortable.",11-Apr-12,156,36
857,857,234,"As fancy and elegant as everything was, he made us feel comfortable.",18-Feb-10,157,37
858,858,46,"As fancy and elegant as everything was, he made us feel comfortable.",10-May-08,158,38
859,859,354,"As fancy and elegant as everything was, he made us feel comfortable.",3-Sep-11,159,39
860,860,119,"As fancy and elegant as everything was, he made us feel comfortable.",27-May-09,160,40
861,861,378,"As fancy and elegant as everything was, he made us feel comfortable.",28-Apr-12,161,41
862,862,67,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jun-10,162,42
863,863,173,"As fancy and elegant as everything was, he made us feel comfortable.",7-Nov-07,163,43
864,864,124,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jun-08,164,44
865,865,64,"As fancy and elegant as everything was, he made us feel comfortable.",27-May-11,165,45
866,866,30,"As fancy and elegant as everything was, he made us feel comfortable.",6-Feb-12,166,46
867,867,219,"As fancy and elegant as everything was, he made us feel comfortable.",3-Sep-08,167,47
868,868,350,"As fancy and elegant as everything was, he made us feel comfortable.",10-May-09,168,48
869,869,166,"As fancy and elegant as everything was, he made us feel comfortable.",26-Nov-11,169,49
870,870,299,"As fancy and elegant as everything was, he made us feel comfortable.",11-Nov-11,170,50
871,871,372,"As fancy and elegant as everything was, he made us feel comfortable.",5-Apr-11,171,51
872,872,307,"As fancy and elegant as everything was, he made us feel comfortable.",12-Sep-11,172,52
873,873,29,"As fancy and elegant as everything was, he made us feel comfortable.",24-Nov-08,173,53
874,874,49,"As fancy and elegant as everything was, he made us feel comfortable.",28-Jun-07,174,54
875,875,355,"As fancy and elegant as everything was, he made us feel comfortable.",31-Oct-09,175,55
876,876,262,"As fancy and elegant as everything was, he made us feel comfortable.",1-Dec-07,176,56
877,877,179,"As fancy and elegant as everything was, he made us feel comfortable.",29-Nov-07,177,57
878,878,83,"As fancy and elegant as everything was, he made us feel comfortable.",3-Mar-08,178,58
879,879,116,"As fancy and elegant as everything was, he made us feel comfortable.",8-Feb-08,179,59
880,880,295,"As fancy and elegant as everything was, he made us feel comfortable.",1-May-08,180,60
881,881,19,"As fancy and elegant as everything was, he made us feel comfortable.",10-Sep-12,181,61
882,882,144,"As fancy and elegant as everything was, he made us feel comfortable.",21-Mar-09,182,62
883,883,228,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jul-12,183,63
884,884,325,"As fancy and elegant as everything was, he made us feel comfortable.",15-May-07,184,64
885,885,44,"As fancy and elegant as everything was, he made us feel comfortable.",2-Oct-10,185,65
886,886,140,"As fancy and elegant as everything was, he made us feel comfortable.",12-Jun-12,186,66
887,887,58,"As fancy and elegant as everything was, he made us feel comfortable.",13-Mar-08,187,67
888,888,323,"As fancy and elegant as everything was, he made us feel comfortable.",29-Aug-09,188,68
889,889,360,"As fancy and elegant as everything was, he made us feel comfortable.",28-May-07,189,69
890,890,255,"As fancy and elegant as everything was, he made us feel comfortable.",20-Nov-08,190,70
891,891,199,"As fancy and elegant as everything was, he made us feel comfortable.",27-Nov-11,191,71
892,892,11,"As fancy and elegant as everything was, he made us feel comfortable.",22-Dec-12,192,72
893,893,323,"As fancy and elegant as everything was, he made us feel comfortable.",14-Oct-09,193,73
894,894,110,"As fancy and elegant as everything was, he made us feel comfortable.",10-Nov-08,194,74
895,895,269,"As fancy and elegant as everything was, he made us feel comfortable.",2-Apr-10,195,75
896,896,54,"As fancy and elegant as everything was, he made us feel comfortable.",29-Dec-07,196,76
897,897,246,"As fancy and elegant as everything was, he made us feel comfortable.",15-Oct-09,197,77
898,898,141,"As fancy and elegant as everything was, he made us feel comfortable.",27-Sep-11,198,78
899,899,242,"As fancy and elegant as everything was, he made us feel comfortable.",17-Apr-09,199,79
900,900,173,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jul-10,100,30
901,901,308,"As fancy and elegant as everything was, he made us feel comfortable.",3-Jun-07,101,31
902,902,103,"As fancy and elegant as everything was, he made us feel comfortable.",9-Jun-12,102,32
903,903,55,"As fancy and elegant as everything was, he made us feel comfortable.",16-May-12,103,33
904,904,122,"As fancy and elegant as everything was, he made us feel comfortable.",11-Jul-11,104,34
905,905,41,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jul-09,105,35
906,906,255,"As fancy and elegant as everything was, he made us feel comfortable.",25-Aug-08,106,36
907,907,212,"As fancy and elegant as everything was, he made us feel comfortable.",5-Dec-07,107,37
908,908,103,"As fancy and elegant as everything was, he made us feel comfortable.",26-Jul-09,108,38
909,909,312,"As fancy and elegant as everything was, he made us feel comfortable.",9-Feb-13,109,39
910,910,150,"As fancy and elegant as everything was, he made us feel comfortable.",3-Aug-12,110,40
911,911,365,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jan-12,111,41
912,912,365,"As fancy and elegant as everything was, he made us feel comfortable.",7-Jun-08,112,42
913,913,124,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jul-12,113,43
914,914,160,"As fancy and elegant as everything was, he made us feel comfortable.",11-Nov-11,114,44
915,915,154,"As fancy and elegant as everything was, he made us feel comfortable.",6-Aug-11,115,45
916,916,138,"As fancy and elegant as everything was, he made us feel comfortable.",3-Jul-10,116,46
917,917,278,"As fancy and elegant as everything was, he made us feel comfortable.",12-Apr-11,117,47
918,918,170,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jan-12,118,48
919,919,242,"As fancy and elegant as everything was, he made us feel comfortable.",10-Jul-08,119,49
920,920,53,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jan-08,120,50
921,921,325,"As fancy and elegant as everything was, he made us feel comfortable.",24-Feb-10,121,51
922,922,51,"As fancy and elegant as everything was, he made us feel comfortable.",1-Sep-07,122,52
923,923,134,"As fancy and elegant as everything was, he made us feel comfortable.",6-Feb-09,123,53
924,924,6,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jul-07,124,54
925,925,203,"As fancy and elegant as everything was, he made us feel comfortable.",16-Oct-09,125,55
926,926,162,"As fancy and elegant as everything was, he made us feel comfortable.",5-Feb-10,126,56
927,927,64,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jul-10,127,57
928,928,193,"As fancy and elegant as everything was, he made us feel comfortable.",9-Mar-11,128,58
929,929,337,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jun-09,129,59
930,930,76,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jun-08,130,60
931,931,34,"As fancy and elegant as everything was, he made us feel comfortable.",17-Nov-12,131,61
932,932,339,"As fancy and elegant as everything was, he made us feel comfortable.",31-May-09,132,62
933,933,201,"As fancy and elegant as everything was, he made us feel comfortable.",6-Jul-07,133,63
934,934,8,"As fancy and elegant as everything was, he made us feel comfortable.",28-Aug-10,134,64
935,935,105,"As fancy and elegant as everything was, he made us feel comfortable.",29-Oct-12,135,65
936,936,356,"As fancy and elegant as everything was, he made us feel comfortable.",11-Jul-12,136,66
937,937,158,"As fancy and elegant as everything was, he made us feel comfortable.",25-Apr-11,137,67
938,938,347,"As fancy and elegant as everything was, he made us feel comfortable.",4-Oct-12,138,68
939,939,28,"As fancy and elegant as everything was, he made us feel comfortable.",9-Jul-11,139,69
940,940,84,"As fancy and elegant as everything was, he made us feel comfortable.",2-Aug-10,140,70
941,941,127,"As fancy and elegant as everything was, he made us feel comfortable.",4-Mar-10,141,71
942,942,263,"As fancy and elegant as everything was, he made us feel comfortable.",10-Oct-08,142,72
943,943,378,"As fancy and elegant as everything was, he made us feel comfortable.",12-Feb-08,143,73
944,944,95,"As fancy and elegant as everything was, he made us feel comfortable.",7-Jul-10,144,74
945,945,140,"As fancy and elegant as everything was, he made us feel comfortable.",2-Feb-13,145,75
946,946,320,"As fancy and elegant as everything was, he made us feel comfortable.",11-Dec-08,146,76
947,947,303,"As fancy and elegant as everything was, he made us feel comfortable.",21-Apr-08,147,77
948,948,62,"As fancy and elegant as everything was, he made us feel comfortable.",27-Sep-07,148,78
949,949,100,"As fancy and elegant as everything was, he made us feel comfortable.",15-Jul-11,149,79
950,950,101,"As fancy and elegant as everything was, he made us feel comfortable.",16-Aug-09,150,30
951,951,204,"As fancy and elegant as everything was, he made us feel comfortable.",16-Apr-10,151,31
952,952,205,"As fancy and elegant as everything was, he made us feel comfortable.",20-Aug-11,152,32
953,953,309,"As fancy and elegant as everything was, he made us feel comfortable.",6-Oct-11,153,33
954,954,107,"As fancy and elegant as everything was, he made us feel comfortable.",19-Jun-08,154,34
955,955,245,"As fancy and elegant as everything was, he made us feel comfortable.",22-Aug-12,155,35
956,956,29,"As fancy and elegant as everything was, he made us feel comfortable.",14-Nov-07,156,36
957,957,369,"As fancy and elegant as everything was, he made us feel comfortable.",21-Apr-11,157,37
958,958,255,"As fancy and elegant as everything was, he made us feel comfortable.",17-Aug-09,158,38
959,959,319,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jul-08,159,39
960,960,142,"As fancy and elegant as everything was, he made us feel comfortable.",4-Aug-12,160,40
961,961,305,"As fancy and elegant as everything was, he made us feel comfortable.",21-Feb-09,161,41
962,962,201,"As fancy and elegant as everything was, he made us feel comfortable.",14-Nov-10,162,42
963,963,271,"As fancy and elegant as everything was, he made us feel comfortable.",15-May-10,163,43
964,964,169,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jan-10,164,44
965,965,153,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jun-10,165,45
966,966,128,"As fancy and elegant as everything was, he made us feel comfortable.",23-Oct-08,166,46
967,967,171,"As fancy and elegant as everything was, he made us feel comfortable.",25-Oct-09,167,47
968,968,255,"As fancy and elegant as everything was, he made us feel comfortable.",12-Mar-10,168,48
969,969,122,"As fancy and elegant as everything was, he made us feel comfortable.",23-Mar-08,169,49
970,970,142,"As fancy and elegant as everything was, he made us feel comfortable.",9-May-11,170,50
971,971,156,"As fancy and elegant as everything was, he made us feel comfortable.",5-Dec-08,171,51
972,972,318,"As fancy and elegant as everything was, he made us feel comfortable.",16-Oct-10,172,52
973,973,245,"As fancy and elegant as everything was, he made us feel comfortable.",7-Jul-12,173,53
974,974,58,"As fancy and elegant as everything was, he made us feel comfortable.",27-Feb-13,174,54
975,975,64,"As fancy and elegant as everything was, he made us feel comfortable.",21-Aug-09,175,55
976,976,35,"As fancy and elegant as everything was, he made us feel comfortable.",26-Jan-13,176,56
977,977,165,"As fancy and elegant as everything was, he made us feel comfortable.",4-Mar-09,177,57
978,978,2,"As fancy and elegant as everything was, he made us feel comfortable.",14-Oct-09,178,58
979,979,202,"As fancy and elegant as everything was, he made us feel comfortable.",16-Mar-12,179,59
980,980,220,"As fancy and elegant as everything was, he made us feel comfortable.",12-Jun-07,180,60
